,bbox,image_id,category,name
10606,"[894, 508, 50, 47]",756,2,bonirob_2016-05-23-10-47-22_2_frame295
10607,"[921, 476, 28, 31]",756,2,bonirob_2016-05-23-10-47-22_2_frame295
10608,"[239, 399, 25, 17]",756,2,bonirob_2016-05-23-10-47-22_2_frame295
10609,"[961, 393, 22, 14]",756,2,bonirob_2016-05-23-10-47-22_2_frame295
10610,"[1197, 378, 20, 18]",756,2,bonirob_2016-05-23-10-47-22_2_frame295
10611,"[1189, 355, 38, 21]",756,2,bonirob_2016-05-23-10-47-22_2_frame295
10612,"[944, 336, 40, 39]",756,2,bonirob_2016-05-23-10-47-22_2_frame295
10613,"[923, 305, 40, 30]",756,2,bonirob_2016-05-23-10-47-22_2_frame295
10614,"[682, 272, 34, 23]",756,2,bonirob_2016-05-23-10-47-22_2_frame295
10615,"[681, 826, 21, 20]",757,2,bonirob_2016-05-23-10-47-22_2_frame296
10616,"[160, 579, 32, 27]",757,2,bonirob_2016-05-23-10-47-22_2_frame296
10617,"[10, 574, 23, 18]",757,2,bonirob_2016-05-23-10-47-22_2_frame296
10618,"[383, 430, 27, 30]",757,2,bonirob_2016-05-23-10-47-22_2_frame296
10619,"[1233, 117, 31, 42]",757,2,bonirob_2016-05-23-10-47-22_2_frame296
10620,"[1215, 847, 36, 41]",758,2,bonirob_2016-05-23-10-47-22_2_frame297
10621,"[1198, 565, 47, 35]",758,2,bonirob_2016-05-23-10-47-22_2_frame297
10622,"[345, 355, 30, 25]",758,2,bonirob_2016-05-23-10-47-22_2_frame297
10623,"[97, 284, 22, 15]",758,2,bonirob_2016-05-23-10-47-22_2_frame297
10624,"[288, 210, 34, 33]",758,2,bonirob_2016-05-23-10-47-22_2_frame297
10625,"[595, 144, 40, 26]",758,2,bonirob_2016-05-23-10-47-22_2_frame297
10626,"[942, 3, 19, 12]",758,2,bonirob_2016-05-23-10-47-22_2_frame297
10627,"[94, 724, 72, 56]",759,2,bonirob_2016-05-23-10-47-22_2_frame298
10628,"[911, 709, 48, 59]",759,2,bonirob_2016-05-23-10-47-22_2_frame298
10629,"[1103, 379, 30, 18]",759,2,bonirob_2016-05-23-10-47-22_2_frame298
10630,"[926, 458, 52, 34]",760,2,bonirob_2016-05-23-10-47-22_2_frame299
10631,"[141, 928, 49, 11]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10632,"[194, 912, 13, 6]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10633,"[198, 802, 12, 6]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10634,"[133, 798, 12, 6]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10635,"[912, 793, 39, 38]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10636,"[226, 790, 13, 7]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10637,"[649, 778, 14, 8]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10638,"[1143, 673, 61, 38]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10639,"[194, 656, 32, 23]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10640,"[558, 565, 40, 41]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10641,"[260, 540, 24, 21]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10642,"[234, 518, 25, 20]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10643,"[1037, 158, 24, 15]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10644,"[1066, 150, 23, 20]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10645,"[497, 149, 13, 7]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10646,"[516, 129, 12, 6]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10647,"[718, 64, 18, 14]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10648,"[583, 56, 30, 13]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10649,"[548, 53, 14, 7]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10650,"[402, 33, 15, 8]",761,2,bonirob_2016-05-23-10-47-22_2_frame30
10651,"[191, 468, 42, 63]",762,2,bonirob_2016-05-23-10-47-22_2_frame300
10652,"[1145, 323, 49, 31]",762,2,bonirob_2016-05-23-10-47-22_2_frame300
10653,"[1172, 306, 20, 12]",762,2,bonirob_2016-05-23-10-47-22_2_frame300
10654,"[1139, 302, 22, 16]",762,2,bonirob_2016-05-23-10-47-22_2_frame300
10655,"[874, 107, 19, 28]",763,2,bonirob_2016-05-23-10-47-22_2_frame301
10656,"[74, 103, 23, 17]",763,2,bonirob_2016-05-23-10-47-22_2_frame301
10657,"[96, 941, 25, 16]",764,2,bonirob_2016-05-23-10-47-22_2_frame302
10658,"[57, 868, 23, 17]",764,2,bonirob_2016-05-23-10-47-22_2_frame302
10659,"[854, 856, 20, 21]",764,2,bonirob_2016-05-23-10-47-22_2_frame302
10660,"[183, 817, 17, 15]",764,2,bonirob_2016-05-23-10-47-22_2_frame302
10661,"[748, 768, 22, 22]",764,2,bonirob_2016-05-23-10-47-22_2_frame302
10662,"[740, 715, 30, 18]",764,2,bonirob_2016-05-23-10-47-22_2_frame302
10663,"[698, 699, 30, 23]",764,2,bonirob_2016-05-23-10-47-22_2_frame302
10664,"[403, 422, 37, 49]",764,2,bonirob_2016-05-23-10-47-22_2_frame302
10665,"[754, 731, 23, 13]",765,2,bonirob_2016-05-23-10-47-22_2_frame303
10666,"[519, 215, 20, 15]",765,2,bonirob_2016-05-23-10-47-22_2_frame303
10667,"[482, 202, 33, 27]",765,2,bonirob_2016-05-23-10-47-22_2_frame303
10668,"[480, 145, 18, 15]",765,2,bonirob_2016-05-23-10-47-22_2_frame303
10669,"[925, 125, 79, 51]",765,2,bonirob_2016-05-23-10-47-22_2_frame303
10670,"[834, 912, 19, 13]",766,2,bonirob_2016-05-23-10-47-22_2_frame304
10671,"[911, 906, 79, 58]",766,2,bonirob_2016-05-23-10-47-22_2_frame304
10672,"[557, 584, 34, 32]",766,2,bonirob_2016-05-23-10-47-22_2_frame304
10673,"[509, 551, 57, 32]",766,2,bonirob_2016-05-23-10-47-22_2_frame304
10674,"[535, 521, 28, 20]",766,2,bonirob_2016-05-23-10-47-22_2_frame304
10675,"[616, 3, 26, 12]",766,2,bonirob_2016-05-23-10-47-22_2_frame304
10676,"[581, 3, 24, 14]",766,2,bonirob_2016-05-23-10-47-22_2_frame304
10677,"[153, 804, 20, 14]",767,2,bonirob_2016-05-23-10-47-22_2_frame305
10678,"[562, 760, 27, 22]",767,2,bonirob_2016-05-23-10-47-22_2_frame305
10679,"[558, 725, 69, 56]",767,2,bonirob_2016-05-23-10-47-22_2_frame305
10680,"[599, 719, 29, 24]",767,2,bonirob_2016-05-23-10-47-22_2_frame305
10681,"[1140, 591, 24, 13]",767,2,bonirob_2016-05-23-10-47-22_2_frame305
10682,"[508, 939, 12, 6]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10683,"[426, 880, 22, 21]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10684,"[494, 866, 12, 6]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10685,"[1019, 840, 52, 27]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10686,"[415, 815, 27, 16]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10687,"[530, 796, 35, 20]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10688,"[542, 765, 18, 13]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10689,"[602, 757, 35, 24]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10690,"[361, 707, 15, 7]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10691,"[386, 704, 15, 11]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10692,"[397, 682, 13, 7]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10693,"[528, 658, 24, 50]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10694,"[812, 647, 48, 35]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10695,"[505, 615, 31, 9]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10696,"[511, 593, 12, 6]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10697,"[511, 563, 13, 7]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10698,"[461, 516, 12, 6]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10699,"[360, 484, 13, 6]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10700,"[448, 470, 15, 10]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10701,"[696, 269, 21, 18]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10702,"[1058, 60, 26, 16]",768,2,bonirob_2016-05-23-10-47-22_2_frame31
10703,"[626, 788, 47, 24]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10704,"[998, 787, 78, 33]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10705,"[80, 776, 19, 14]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10706,"[420, 707, 72, 38]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10707,"[1058, 571, 42, 30]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10708,"[689, 545, 29, 24]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10709,"[1096, 343, 39, 37]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10710,"[849, 328, 22, 23]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10711,"[174, 316, 76, 40]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10712,"[1116, 309, 27, 28]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10713,"[283, 174, 55, 38]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10714,"[455, 4, 20, 15]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10715,"[842, 3, 28, 19]",769,2,bonirob_2016-05-23-10-47-22_2_frame32
10716,"[258, 951, 29, 13]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10717,"[266, 932, 37, 18]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10718,"[418, 767, 29, 29]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10719,"[817, 745, 31, 27]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10720,"[846, 734, 30, 19]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10721,"[816, 729, 23, 15]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10722,"[922, 601, 16, 21]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10723,"[771, 352, 32, 37]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10724,"[731, 344, 36, 52]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10725,"[761, 323, 28, 28]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10726,"[871, 304, 25, 17]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10727,"[1252, 133, 31, 16]",770,2,bonirob_2016-05-23-10-47-22_2_frame33
10728,"[1236, 842, 34, 16]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10729,"[433, 725, 21, 13]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10730,"[926, 500, 26, 17]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10731,"[956, 495, 29, 13]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10732,"[1151, 485, 21, 15]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10733,"[1137, 461, 33, 23]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10734,"[633, 411, 23, 24]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10735,"[697, 341, 42, 36]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10736,"[78, 130, 34, 20]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10737,"[109, 108, 21, 18]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10738,"[1273, 3, 23, 13]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10739,"[1223, 3, 57, 41]",771,2,bonirob_2016-05-23-10-47-22_2_frame34
10740,"[44, 802, 43, 30]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10741,"[82, 782, 23, 21]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10742,"[1209, 664, 77, 60]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10743,"[582, 660, 30, 32]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10744,"[583, 611, 33, 39]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10745,"[53, 513, 20, 15]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10746,"[22, 510, 28, 16]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10747,"[38, 477, 22, 30]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10748,"[361, 289, 31, 24]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10749,"[380, 251, 26, 21]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10750,"[1206, 246, 20, 18]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10751,"[1230, 232, 21, 14]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10752,"[1220, 211, 18, 20]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10753,"[1185, 211, 26, 21]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10754,"[1080, 138, 33, 41]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10755,"[339, 87, 37, 27]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10756,"[1262, 72, 34, 32]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10757,"[373, 54, 81, 69]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10758,"[173, 39, 118, 67]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10759,"[1068, 3, 19, 16]",772,2,bonirob_2016-05-23-10-47-22_2_frame35
10760,"[1164, 941, 27, 22]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10761,"[1199, 935, 18, 20]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10762,"[1062, 873, 33, 36]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10763,"[324, 868, 39, 27]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10764,"[357, 831, 82, 77]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10765,"[156, 822, 118, 59]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10766,"[1242, 808, 41, 26]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10767,"[1056, 735, 29, 20]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10768,"[1143, 511, 19, 29]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10769,"[21, 443, 39, 21]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10770,"[9, 417, 27, 21]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10771,"[352, 262, 51, 47]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10772,"[292, 234, 32, 29]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10773,"[435, 169, 101, 91]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10774,"[414, 124, 19, 19]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10775,"[172, 85, 58, 27]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10776,"[415, 66, 34, 23]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10777,"[411, 36, 82, 74]",773,2,bonirob_2016-05-23-10-47-22_2_frame36
10778,"[431, 916, 22, 18]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10779,"[447, 895, 40, 22]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10780,"[1236, 812, 27, 24]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10781,"[1204, 799, 21, 19]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10782,"[1265, 788, 28, 47]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10783,"[1225, 781, 22, 16]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10784,"[731, 733, 22, 18]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10785,"[499, 667, 46, 67]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10786,"[824, 655, 35, 34]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10787,"[1127, 331, 31, 21]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10788,"[634, 277, 20, 30]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10789,"[488, 42, 64, 35]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10790,"[493, 27, 31, 23]",774,2,bonirob_2016-05-23-10-47-22_2_frame38
10791,"[472, 790, 62, 58]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10792,"[1241, 649, 20, 14]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10793,"[166, 603, 28, 17]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10794,"[139, 591, 26, 17]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10795,"[380, 563, 27, 22]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10796,"[378, 527, 19, 15]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10797,"[976, 468, 93, 83]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10798,"[75, 269, 27, 19]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10799,"[1161, 40, 47, 26]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10800,"[401, 3, 33, 35]",775,2,bonirob_2016-05-23-10-47-22_2_frame39
10801,"[265, 950, 48, 14]",776,2,bonirob_2016-05-23-10-47-22_2_frame4
10802,"[587, 867, 71, 48]",776,2,bonirob_2016-05-23-10-47-22_2_frame4
10803,"[1102, 754, 25, 29]",776,2,bonirob_2016-05-23-10-47-22_2_frame4
10804,"[311, 658, 56, 41]",776,2,bonirob_2016-05-23-10-47-22_2_frame4
10805,"[511, 639, 19, 14]",776,2,bonirob_2016-05-23-10-47-22_2_frame4
10806,"[407, 395, 41, 47]",776,2,bonirob_2016-05-23-10-47-22_2_frame4
10807,"[835, 157, 69, 48]",776,2,bonirob_2016-05-23-10-47-22_2_frame4
10808,"[920, 73, 24, 31]",776,2,bonirob_2016-05-23-10-47-22_2_frame4
10809,"[1140, 793, 20, 13]",777,2,bonirob_2016-05-23-10-47-22_2_frame40
10810,"[374, 761, 52, 38]",777,2,bonirob_2016-05-23-10-47-22_2_frame40
10811,"[1142, 760, 50, 35]",777,2,bonirob_2016-05-23-10-47-22_2_frame40
10812,"[413, 680, 27, 25]",777,2,bonirob_2016-05-23-10-47-22_2_frame40
10813,"[604, 657, 58, 53]",777,2,bonirob_2016-05-23-10-47-22_2_frame40
10814,"[349, 564, 25, 35]",777,2,bonirob_2016-05-23-10-47-22_2_frame40
10815,"[141, 175, 78, 58]",777,2,bonirob_2016-05-23-10-47-22_2_frame40
10816,"[986, 75, 37, 25]",777,2,bonirob_2016-05-23-10-47-22_2_frame40
10817,"[994, 26, 58, 44]",777,2,bonirob_2016-05-23-10-47-22_2_frame40
10818,"[133, 916, 72, 48]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10819,"[4, 907, 18, 18]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10820,"[966, 801, 38, 28]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10821,"[976, 749, 60, 47]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10822,"[409, 696, 28, 12]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10823,"[329, 675, 93, 25]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10824,"[143, 346, 22, 26]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10825,"[259, 325, 22, 20]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10826,"[160, 304, 29, 20]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10827,"[128, 286, 32, 30]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10828,"[751, 142, 29, 25]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10829,"[771, 115, 34, 24]",778,2,bonirob_2016-05-23-10-47-22_2_frame41
10830,"[79, 590, 19, 15]",779,2,bonirob_2016-05-23-10-47-22_2_frame42
10831,"[54, 568, 25, 33]",779,2,bonirob_2016-05-23-10-47-22_2_frame42
10832,"[408, 544, 125, 117]",779,2,bonirob_2016-05-23-10-47-22_2_frame42
10833,"[774, 187, 33, 24]",779,2,bonirob_2016-05-23-10-47-22_2_frame42
10834,"[765, 162, 20, 19]",779,2,bonirob_2016-05-23-10-47-22_2_frame42
10835,"[762, 949, 28, 14]",780,2,bonirob_2016-05-23-10-47-22_2_frame43
10836,"[136, 947, 36, 17]",780,2,bonirob_2016-05-23-10-47-22_2_frame43
10837,"[746, 930, 20, 17]",780,2,bonirob_2016-05-23-10-47-22_2_frame43
10838,"[623, 805, 26, 26]",780,2,bonirob_2016-05-23-10-47-22_2_frame43
10839,"[369, 137, 34, 62]",780,2,bonirob_2016-05-23-10-47-22_2_frame43
10840,"[352, 942, 34, 22]",781,2,bonirob_2016-05-23-10-47-22_2_frame44
10841,"[353, 910, 24, 28]",781,2,bonirob_2016-05-23-10-47-22_2_frame44
10842,"[1267, 656, 24, 39]",781,2,bonirob_2016-05-23-10-47-22_2_frame44
10843,"[528, 514, 182, 202]",781,2,bonirob_2016-05-23-10-47-22_2_frame44
10844,"[454, 236, 46, 23]",781,2,bonirob_2016-05-23-10-47-22_2_frame44
10845,"[444, 217, 33, 20]",781,2,bonirob_2016-05-23-10-47-22_2_frame44
10846,"[1128, 190, 18, 16]",781,2,bonirob_2016-05-23-10-47-22_2_frame44
10847,"[998, 176, 27, 19]",781,2,bonirob_2016-05-23-10-47-22_2_frame44
10848,"[980, 934, 26, 18]",782,2,bonirob_2016-05-23-10-47-22_2_frame45
10849,"[1108, 933, 18, 16]",782,2,bonirob_2016-05-23-10-47-22_2_frame45
10850,"[1048, 585, 38, 32]",782,2,bonirob_2016-05-23-10-47-22_2_frame45
10851,"[960, 503, 33, 23]",782,2,bonirob_2016-05-23-10-47-22_2_frame45
10852,"[1055, 235, 49, 51]",782,2,bonirob_2016-05-23-10-47-22_2_frame45
10853,"[515, 877, 45, 26]",783,2,bonirob_2016-05-23-10-47-22_2_frame46
10854,"[103, 670, 65, 37]",783,2,bonirob_2016-05-23-10-47-22_2_frame46
10855,"[0, 647, 20, 14]",783,2,bonirob_2016-05-23-10-47-22_2_frame46
10856,"[0, 612, 26, 34]",783,2,bonirob_2016-05-23-10-47-22_2_frame46
10857,"[253, 454, 18, 13]",783,2,bonirob_2016-05-23-10-47-22_2_frame46
10858,"[267, 251, 30, 42]",783,2,bonirob_2016-05-23-10-47-22_2_frame46
10859,"[839, 178, 78, 35]",783,2,bonirob_2016-05-23-10-47-22_2_frame46
10860,"[822, 915, 78, 40]",784,2,bonirob_2016-05-23-10-47-22_2_frame47
10861,"[447, 720, 42, 38]",784,2,bonirob_2016-05-23-10-47-22_2_frame47
10862,"[357, 690, 23, 13]",784,2,bonirob_2016-05-23-10-47-22_2_frame47
10863,"[1228, 679, 34, 22]",784,2,bonirob_2016-05-23-10-47-22_2_frame47
10864,"[1246, 493, 20, 24]",784,2,bonirob_2016-05-23-10-47-22_2_frame47
10865,"[1232, 469, 23, 23]",784,2,bonirob_2016-05-23-10-47-22_2_frame47
10866,"[1268, 948, 28, 16]",785,2,bonirob_2016-05-23-10-47-22_2_frame49
10867,"[990, 839, 71, 63]",785,2,bonirob_2016-05-23-10-47-22_2_frame49
10868,"[1169, 757, 28, 23]",785,2,bonirob_2016-05-23-10-47-22_2_frame49
10869,"[1199, 739, 30, 18]",785,2,bonirob_2016-05-23-10-47-22_2_frame49
10870,"[411, 433, 40, 19]",785,2,bonirob_2016-05-23-10-47-22_2_frame49
10871,"[440, 5, 33, 51]",785,2,bonirob_2016-05-23-10-47-22_2_frame49
10872,"[1265, 942, 28, 19]",786,2,bonirob_2016-05-23-10-47-22_2_frame5
10873,"[824, 918, 65, 46]",786,2,bonirob_2016-05-23-10-47-22_2_frame5
10874,"[1160, 891, 22, 12]",786,2,bonirob_2016-05-23-10-47-22_2_frame5
10875,"[561, 861, 17, 18]",786,2,bonirob_2016-05-23-10-47-22_2_frame5
10876,"[908, 814, 24, 26]",786,2,bonirob_2016-05-23-10-47-22_2_frame5
10877,"[545, 604, 24, 17]",786,2,bonirob_2016-05-23-10-47-22_2_frame5
10878,"[666, 100, 36, 50]",786,2,bonirob_2016-05-23-10-47-22_2_frame5
10879,"[427, 754, 33, 53]",787,2,bonirob_2016-05-23-10-47-22_2_frame50
10880,"[1061, 589, 23, 19]",787,2,bonirob_2016-05-23-10-47-22_2_frame50
10881,"[272, 307, 47, 44]",787,2,bonirob_2016-05-23-10-47-22_2_frame50
10882,"[1250, 53, 26, 22]",787,2,bonirob_2016-05-23-10-47-22_2_frame50
10883,"[1225, 751, 38, 23]",788,2,bonirob_2016-05-23-10-47-22_2_frame51
10884,"[4, 309, 18, 22]",788,2,bonirob_2016-05-23-10-47-22_2_frame51
10885,"[1098, 296, 27, 19]",788,2,bonirob_2016-05-23-10-47-22_2_frame51
10886,"[15, 289, 18, 16]",788,2,bonirob_2016-05-23-10-47-22_2_frame51
10887,"[1214, 104, 35, 14]",788,2,bonirob_2016-05-23-10-47-22_2_frame51
10888,"[1195, 845, 37, 21]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10889,"[1273, 547, 23, 21]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10890,"[1277, 521, 19, 16]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10891,"[41, 441, 32, 41]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10892,"[28, 400, 49, 39]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10893,"[353, 265, 18, 14]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10894,"[972, 174, 41, 41]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10895,"[334, 90, 30, 21]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10896,"[204, 68, 17, 16]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10897,"[194, 46, 22, 16]",789,2,bonirob_2016-05-23-10-47-22_2_frame52
10898,"[951, 925, 42, 39]",790,2,bonirob_2016-05-23-10-47-22_2_frame53
10899,"[318, 865, 33, 21]",790,2,bonirob_2016-05-23-10-47-22_2_frame53
10900,"[187, 839, 19, 23]",790,2,bonirob_2016-05-23-10-47-22_2_frame53
10901,"[176, 823, 25, 15]",790,2,bonirob_2016-05-23-10-47-22_2_frame53
10902,"[280, 747, 41, 26]",790,2,bonirob_2016-05-23-10-47-22_2_frame53
10903,"[445, 709, 23, 24]",790,2,bonirob_2016-05-23-10-47-22_2_frame53
10904,"[875, 632, 78, 78]",790,2,bonirob_2016-05-23-10-47-22_2_frame53
10905,"[911, 371, 29, 30]",790,2,bonirob_2016-05-23-10-47-22_2_frame53
10906,"[1154, 117, 51, 51]",790,2,bonirob_2016-05-23-10-47-22_2_frame53
10907,"[930, 938, 28, 26]",791,2,bonirob_2016-05-23-10-47-22_2_frame54
10908,"[1140, 844, 48, 51]",791,2,bonirob_2016-05-23-10-47-22_2_frame54
10909,"[926, 755, 19, 18]",791,2,bonirob_2016-05-23-10-47-22_2_frame54
10910,"[210, 199, 25, 20]",791,2,bonirob_2016-05-23-10-47-22_2_frame54
10911,"[185, 179, 27, 19]",791,2,bonirob_2016-05-23-10-47-22_2_frame54
10912,"[281, 111, 23, 21]",791,2,bonirob_2016-05-23-10-47-22_2_frame54
10913,"[270, 89, 22, 13]",791,2,bonirob_2016-05-23-10-47-22_2_frame54
10914,"[975, 83, 21, 16]",791,2,bonirob_2016-05-23-10-47-22_2_frame54
